"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"361","TDG","-0.35863835031798635","0.7166998011928429","1154.449951171875","0.0054607391357421875","-0.010754108428955078","0.4124123752117157","Manufacturing","AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"362","DE","-0.35863835031798635","0.7186878727634195","577.260009765625","0.025984644889831543","0.0026923418045043945","0.40510293841362","Manufacturing","FARM MACHINERY & EQUIPMENT","1","1","0","POS","2026-04-28T07:30:00Z","2.6875","7.0","Smart Agriculture Market Size to Exceed USD 48.36 Billion by 2035 | Research by SNS Insider","Explicitly mentioned as a market leader setting standards in smart agriculture with state-of-the-art machinery and software solutions, positioned to benefit from the projected 9.6% CAGR market growth.","smart agriculture;precision farming;digital agriculture;IoT sensors;solar energy","False","False","False"
"363","HBAN","-0.35863835031798635","0.7206759443339961","16.6299991607666","0.01402437686920166","0.05319821834564209","0.22581541538238525","Finance_Insurance_RealEstate","NATIONAL COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"364","GILD","-0.35863835031798635","0.7226640159045725","131.64999389648438","0.009585857391357422","-0.05769103765487671","0.2029130458831787","Manufacturing","BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","2","2","0","POS","2026-04-28T17:00:00Z","2.2916666666666665","17.0","Rheumatoid Arthritis Clinical Trial Pipeline: DelveInsight Highlights Major Advances, Transformative Therapies, and 75+ Leading Players Wheeling the Therapeutic","Active in RA drug development with GS-0151 in the pipeline, participating in the innovation-driven therapeutic landscape.","rheumatoid arthritis;clinical trials;pipeline drugs;JAK inhibitors;TNF inhibitors","False","False","False"
"365","HSIC","-0.35863835031798635","0.7246520874751491","73.93000030517578","-0.04655665159225464","-0.00013530254364013672","0.2071535289287567","Wholesale","WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"366","ETR","-0.35863835031798635","0.7266401590457257","116.43000030517578","0.02455127239227295","0.013315916061401367","0.22603537142276764","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"367","SHW","-0.35863835031798635","0.7286282306163022","318.0","-0.058335840702056885","0.0","0.3552238941192627","Retail","RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY","2","0","0","NEUTRAL","2026-05-01T16:10:00Z","-0.6736111111111112","16.0","Viking Therapeutics Faces Timeline Risk—But Upside Could Be Huge","Mixed signals: beat on earnings and revenue with strong operating cash flow improvement, but flat guidance and elevated valuation (31x P/E) amid weak housing demand and geopolitical cost pressures. Long-term dividend growth story is positive, but near-term headwinds and overvalua","Sherwin-Williams;Q1 2026 earnings;housing market;mortgage rates;dividend aristocrat","False","False","False"
"368","IFF","-0.35863835031798635","0.7306163021868787","70.80999755859375","-0.004638791084289551","-0.022366464138031006","0.36196354031562805","Manufacturing","INDUSTRIAL ORGANIC CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"369","GS","-0.35863835031798635","0.7326043737574552","923.7100219726562","-0.003452301025390625","0.07029807567596436","0.27777910232543945","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","6","1","0","POS","2026-04-30T18:12:58Z","0.24099537037037036","18.0","Here's Why This AI-Related Company's Stock Soared Today","Mentioned as analyst providing positive coverage on Teradyne with price target raise to $350 and buy rating. No direct impact on Goldman Sachs itself reported.","AI chips;automated test equipment;revenue growth;guidance;analyst upgrades","False","False","False"
"370","REGN","-0.35863835031798635","0.7345924453280318","701.4199829101562","-0.06672704219818115","-0.07932007312774658","0.3152506351470947","Manufacturing","PHARMACEUTICAL PREPARATIONS","3","1","1","NEUTRAL","2026-04-30T17:00:00Z","0.2916666666666667","17.0","Complement Inhibitors Market Outlook Remains Strong During the Forecast Period (2026–2036) with Increasing Adoption of C5 and C3 Targeted Drugs | DelveInsight","Pozelimab + Cemdisiran combination therapy is in development, contributing to Regeneron's presence in the growing complement inhibitors market.","complement inhibitors;C5 inhibitors;C3 inhibitors;IgA Nephropathy;Paroxysmal Nocturnal Hemoglobinuria","False","False","False"
"371","J","-0.35863835031798635","0.7365805168986084","128.9199981689453","0.018325448036193848","0.007030129432678223","0.2742432951927185","Construction","HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"372","INVH","-0.35863835031798635","0.7385685884691849","28.530000686645508","0.05160343647003174","0.11663413047790527","0.22959467768669128","Finance_Insurance_RealEstate","REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"373","PFG","-0.35863835031798635","0.7405566600397614","101.08999633789062","0.01761627197265625","0.12197554111480713","0.20915943384170532","Finance_Insurance_RealEstate","ACCIDENT & HEALTH INSURANCE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"374","JKHY","-0.35863835031798635","0.742544731610338","154.02999877929688","0.019053936004638672","-0.021907508373260498","0.2581784725189209","Services","SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN","0","0","0","NO-NEWS","","","","","","","False","False","False"
"375","ACGL","-0.362882938678169","0.7445328031809145","93.81999969482422","-0.024638772010803223","-0.03018397092819214","0.2644915282726288","Finance_Insurance_RealEstate","FIRE, MARINE & CASUALTY INSURANCE","1","1","0","POS","2026-04-27T19:27:00Z","3.189583333333333","19.0","Adobe Leads 3 Big Buyback Programs Worth Up to 25% of Market Cap","Delivered impressive financial metrics with after-tax operating income rising 26% to $1.1 billion and full-year 2025 record of $3.7 billion. Increased buyback authorization to $3.1 billion (9% of market cap) and reduced share count by 5% over past year, demonstrating strong capit","share buyback;market capitalization;AI disruption;capital return;creative software","False","False","False"
"376","MDLZ","-0.362882938678169","0.7465208747514911","61.369998931884766","0.06526637077331543","0.06656241416931152","0.26926112174987793","Manufacturing","FOOD AND KINDRED PRODUCTS","1","0","1","NEG","2026-05-01T01:15:00Z","-0.052083333333333336","1.0","Europe Is Now Facing Its Second Energy Crisis in 4 Years. Here's What That Means.","Derives 39% of revenue from Europe with substantial manufacturing operations requiring energy-intensive ovens and fuel for distribution. Significant exposure to rising energy costs will negatively impact margins.","energy crisis;Europe;Strait of Hormuz;LNG;natural gas prices","False","False","False"
"377","MAA","-0.362882938678169","0.7485089463220675","128.55999755859375","0.023078083992004395","0.029468297958374023","0.25992003083229065","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"378","LYV","-0.362882938678169","0.7504970178926441","158.25","0.01027834415435791","0.016051411628723145","0.3867555260658264","Services","SERVICES-AMUSEMENT & RECREATION SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"379","OMC","-0.362882938678169","0.7524850894632207","76.91999816894531","0.015579581260681152","0.028204798698425293","0.19011077284812927","Services","SERVICES-ADVERTISING AGENCIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"380","NWSA","-0.362882938678169","0.7544731610337972","26.239999771118164","0.0015267133712768555","0.0754098892211914","0.16047212481498718","Manufacturing","NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING","0","0","0","NO-NEWS","","","","","","","False","False","False"
"381","O","-0.362882938678169","0.7564612326043738","63.810001373291016","0.007579326629638672","0.025719404220581055","0.14852558076381683","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","1","1","0","POS","2026-04-30T12:30:00Z","0.4791666666666667","12.0","1 Understated Dividend Stock That Could Be an Essential Part of Your Retirement Portfolio","The article praises Realty Income as an excellent dividend stock with exceptional reliability, featuring 55+ years of uninterrupted monthly dividend payments, consistent quarterly increases, a solid 5.11% yield, diversified tenant base of essential retailers, and strong growth pr","dividend stock;REIT;retirement portfolio;passive income;monthly dividends","False","False","False"
"382","NWS","-0.362882938678169","0.7584493041749503","30.40999984741211","0.005621671676635742","0.08182144165039062","0.16602471470832825","Manufacturing","NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING","0","0","0","NO-NEWS","","","","","","","False","False","False"
"383","MTD","-0.362882938678169","0.7604373757455268","1267.0699462890625","-0.011992692947387695","0.005658984184265137","0.31596100330352783","Manufacturing","LABORATORY ANALYTICAL INSTRUMENTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"384","MRK","-0.362882938678169","0.7624254473161034","112.16000366210938","0.0023235082626342773","-0.07206088304519653","0.3026333451271057","Manufacturing","PHARMACEUTICAL PREPARATIONS","8","4","0","STRONG-POS","2026-05-01T12:00:00Z","-0.5","12.0","InVitria Showcases Exbumin® and Optibumin® 25 at IPEC Excipient World: Biologics Summit: Recombinant Human Serum Albumins Already Used in On-Market Approved Bio","Merck is mentioned only as a reference point for InVitria's product validation through ERVEBO® vaccine use. No direct news or developments regarding Merck are discussed in the article.","recombinant human serum albumin;rHSA;biologics manufacturing;Exbumin;Optibumin 25","False","False","False"
"385","MTB","-0.362882938678169","0.76441351888668","216.44000244140625","0.00707244873046875","0.029881954193115234","0.20756079256534576","Finance_Insurance_RealEstate","STATE COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"386","MSI","-0.362882938678169","0.7664015904572564","435.8999938964844","-0.005384981632232666","-0.006971001625061035","0.17988723516464233","Manufacturing","RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"387","MSCI","-0.362882938678169","0.768389662027833","588.8499755859375","-0.0064789652824401855","0.08089494705200195","0.2928168475627899","Services","SERVICES-BUSINESS SERVICES, NEC","1","1","0","POS","2026-04-27T19:20:59Z","3.193761574074074","19.0","Michael Burry Just Did Another 'Big Short' — As Historic Chip Stock Rally Finally Snaps","Burry established new long position; part of hardware-to-software rotation strategy","semiconductor stocks;SOXX ETF;short positions;Michael Burry;chip rally","False","False","False"
"388","NSC","-0.362882938678169","0.7703777335984096","315.8999938964844","-0.011917054653167725","0.09687495231628418","0.30725932121276855","Transportation_Utilities","RAILROADS, LINE-HAUL OPERATING","1","0","0","NEUTRAL","2026-04-28T09:56:00Z","2.5861111111111112","9.0","How to ’Convert’ a 2% Yield Into 6% By Doing Nothing Extra","Company is mentioned in context of a proposed $85 billion merger with Union Pacific. The outcome is uncertain ('far from clear they'll agree'), making the sentiment neutral. The merger could provide benefits through combined free cash flow of $4.5 billion, but regulatory approval","dividend yield;shareholder yield;dividend growth;buybacks;yield on cost","False","False","False"
"389","MNST","-0.362882938678169","0.7723658051689861","77.12000274658203","-0.014188945293426514","0.06563496589660645","0.24926058948040009","Manufacturing","BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"390","NI","-0.362882938678169","0.7743538767395626","48.08000183105469","0.0018754005432128906","0.01242363452911377","0.18237760663032532","Transportation_Utilities","ELECTRIC & OTHER SERVICES COMBINED","0","0","0","NO-NEWS","","","","","","","False","False","False"
"391","NEE","-0.362882938678169","0.7763419483101391","96.94999694824219","0.017527222633361816","0.04079437255859375","0.33582985401153564","Transportation_Utilities","ELECTRIC SERVICES","2","2","0","POS","2026-05-01T09:16:00Z","-0.3861111111111111","9.0","3 Multi-Energy Stocks to Consider for Powering the Future","Described as offering more aggressive growth potential with best stock performance over the past year, diversified operations including nuclear and energy storage, and a major 25-year power agreement with Alphabet. Recommended for growth-oriented investors willing to accept highe","multi-energy stocks;artificial intelligence power demand;diversified energy portfolio;dividend stocks;nuclear energy","False","False","False"
"392","AFL","-0.362882938678169","0.7783300198807157","112.87999725341797","-0.015180647373199463","0.021723389625549316","0.17497843503952026","Finance_Insurance_RealEstate","ACCIDENT & HEALTH INSURANCE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"393","NDSN","-0.362882938678169","0.7803180914512923","283.20001220703125","0.002974987030029297","0.07639682292938232","0.21380889415740967","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"394","NDAQ","-0.362882938678169","0.7823061630218688","91.31999969482422","0.015795350074768066","0.053894996643066406","0.29084286093711853","Finance_Insurance_RealEstate","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"395","XOM","-0.362882938678169","0.7842942345924453","152.75","0.025787353515625","-0.04941195249557495","0.29309579730033875","Manufacturing","PETROLEUM REFINING","9","7","0","STRONG-POS","2026-05-01T13:14:00Z","-0.5513888888888889","13.0","US Equities See Best Monthly Gains Since 2024 Amid Geopolitical Optimism","Despite 45% year-on-year profit decline, stock gained 1-2% as company beat earnings expectations. Hedging positions weighed on results, but market reaction was positive relative to expectations.","US equities;April gains;S&P 500;Nasdaq;Dow Jones","False","False","False"
"396","XEL","-0.362882938678169","0.7862823061630219","82.58000183105469","0.0433354377746582","0.02278923988342285","0.27971330285072327","Transportation_Utilities","ELECTRIC & OTHER SERVICES COMBINED","0","0","0","NO-NEWS","","","","","","","False","False","False"
"397","WRB","-0.362882938678169","0.7882703777335984","66.37999725341797","-0.002254664897918701","0.005909919738769531","0.2268013209104538","Finance_Insurance_RealEstate","FIRE, MARINE & CASUALTY INSURANCE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"398","WMT","-0.362882938678169","0.790258449304175","131.60000610351562","0.012931108474731445","0.0461881160736084","0.2824023365974426","Retail","RETAIL-VARIETY STORES","5","2","0","POS","2026-05-01T13:20:29Z","-0.5558912037037037","13.0","This Tech Billionaire's Net Worth Crossed $300 Billion In April On AI Rally As Elon Musk Stays Richest In The World","Shares rose 6% in April, supporting the fortunes of Walmart heirs who held positions in the top 10 richest people list.","AI rally;billionaire rankings;tech stocks;net worth;market surge","False","False","False"
"399","WMB","-0.362882938678169","0.7922465208747514","75.54000091552734","0.04655027389526367","0.04916667938232422","0.21498508751392365","Transportation_Utilities","NATURAL GAS TRANSMISSION","0","0","0","NO-NEWS","","","","","","","False","False","False"
"400","AEE","-0.362882938678169","0.794234592445328","113.55999755859375","0.021958231925964355","0.016833782196044922","0.18636290729045868","Transportation_Utilities","ELECTRIC & OTHER SERVICES COMBINED","0","0","0","NO-NEWS","","","","","","","False","False","False"
"401","AEP","-0.362882938678169","0.7962226640159046","136.91000366210938","0.01618051528930664","0.03188133239746094","0.17113062739372253","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"402","JPM","-0.362882938678169","0.7982107355864811","312.4700012207031","0.013591527938842773","0.06065845489501953","0.199890598654747","Finance_Insurance_RealEstate","NATIONAL COMMERCIAL BANKS","11","3","0","STRONG-POS","2026-05-01T15:00:00Z","-0.625","15.0","Rayls Launches Public Chain, Advancing its Mission to Bring Global Finance Onchain","Featured Rayls in Kinexys' Project EPIC report on institutional privacy and identity, providing validation but representing research/assessment rather than active deployment.","blockchain;public chain mainnet;stablecoin;tokenization;RWA","False","False","False"
"403","KEY","-0.362882938678169","0.8001988071570576","21.8700008392334","0.011095762252807617","0.06839287281036377","0.20202597975730896","Finance_Insurance_RealEstate","NATIONAL COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"404","KIM","-0.362882938678169","0.8021868787276342","23.3799991607666","-0.013085722923278809","0.034513235092163086","0.15931357443332672","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"405","PLD","-0.362882938678169","0.8041749502982107","141.41000366210938","-0.004855751991271973","0.057112932205200195","0.22333410382270813","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"406","PEP","-0.362882938678169","0.8061630218687873","157.41000366210938","0.012673735618591309","0.002547621726989746","0.1922597587108612","Manufacturing","BEVERAGES","2","1","0","POS","2026-05-01T18:30:00Z","-0.7708333333333334","18.0","Should You Buy Beyond Meat (BYND) Stock Before May 6?","Mentioned only in context of a failed joint venture with Beyond Meat for plant-based jerky; no direct impact on PepsiCo's core business implied.","plant-based meat;earnings report;revenue decline;gross margin compression;short squeeze","False","False","False"
"407","MLM","-0.362882938678169","0.8081510934393639","614.489990234375","-0.0013164281845092773","0.028986215591430664","0.2592320144176483","Mining","MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)","1","1","0","POS","2026-04-30T18:00:44Z","0.24949074074074074","18.0","Martin Marietta Gains From Infrastructure Demand Surge","Strong revenue growth (+17% YoY), beat on EPS ($1.93 vs $1.70 estimate), record cash flow from operations, strategic acquisitions expanding capacity, reaffirmed EBITDA guidance, and strong demand visibility from infrastructure and construction trends support positive outlook desp","infrastructure demand;aggregates business;Q1 earnings;EBITDA guidance;acquisitions","False","False","False"
"408","HPQ","-0.362882938678169","0.8101391650099403","20.829999923706055","0.0525517463684082","0.06765758991241455","0.44958022236824036","Manufacturing","COMPUTER & OFFICE EQUIPMENT","1","1","0","POS","2026-04-27T14:59:00Z","3.3756944444444446","14.0","TechEx North America 2026 Comes to San Jose For Your Annual Enterprise Technology Intelligence Briefing","Featured as participating technology provider and has speaker from HP Construction Services division","enterprise technology;AI;cybersecurity;cloud computing;IoT","False","False","False"
"409","REG","-0.362882938678169","0.8121272365805169","78.6500015258789","-0.019204378128051758","0.021693944931030273","0.17226256430149078","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"410","PPL","-0.362882938678169","0.8141153081510935","37.599998474121094","-0.02967745065689087","-0.026915132999420166","0.17951495945453644","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"411","PRU","-0.362882938678169","0.81610337972167","98.62000274658203","0.04681038856506348","0.010657906532287598","0.2730676233768463","Finance_Insurance_RealEstate","LIFE INSURANCE","1","0","0","NEUTRAL","2026-05-01T12:00:00Z","-0.5","12.0","Abacus Chairman and CEO to Speak at the Milken Institute Global Conference in Los Angeles","Mentioned only as a panel participant; no specific news or developments regarding the company are disclosed.","Abacus Global Management;Milken Institute Global Conference;private wealth;financial security;alternative asset management","False","False","False"
"412","JCI","-0.362882938678169","0.8180914512922465","145.0800018310547","0.022266149520874023","0.09107315540313721","0.2717238962650299","Manufacturing","AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP","0","0","0","NO-NEWS","","","","","","","False","False","False"
"413","L","-0.362882938678169","0.820079522862823","111.69999694824219","0.010128378868103027","0.03723645210266113","0.1565648317337036","Finance_Insurance_RealEstate","FIRE, MARINE & CASUALTY INSURANCE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"414","INCY","-0.362882938678169","0.8220675944333996","96.91000366210938","0.023877501487731934","0.01021575927734375","0.27442964911460876","Services","SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH","0","0","0","NO-NEWS","","","","","","","False","False","False"
"415","GWW","-0.362882938678169","0.8240556660039762","1148.6199951171875","0.0005488395690917969","0.027893900871276855","0.22709934413433075","Wholesale","WHOLESALE-DURABLE GOODS","1","1","0","POS","2026-04-29T15:30:00Z","1.3541666666666667","15.0","GRAINGER INCREASES QUARTERLY DIVIDEND BY 10%","The company announced a 10% increase in its quarterly dividend and achieved its 55th consecutive year of dividend increases, demonstrating strong financial health, consistent profitability, and a shareholder-friendly capital allocation strategy. This reflects confidence in the co","dividend increase;quarterly dividend;shareholder returns;cash distribution;consecutive dividend increases","False","False","False"
"416","RF","-0.362882938678169","0.8260437375745527","28.190000534057617","0.015489935874938965","0.06497931480407715","0.23052775859832764","Finance_Insurance_RealEstate","NATIONAL COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"417","HIG","-0.362882938678169","0.8280318091451292","135.80999755859375","0.010115265846252441","-0.0027902722358703613","0.22933034598827362","Finance_Insurance_RealEstate","FIRE, MARINE & CASUALTY INSURANCE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"418","HAS","-0.362882938678169","0.8300198807157058","95.2699966430664","0.001998305320739746","0.05667698383331299","0.40835678577423096","Manufacturing","GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"419","RJF","-0.362882938678169","0.8320079522862823","156.1999969482422","0.018120169639587402","0.09845292568206787","0.24843290448188782","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"420","RSG","-0.362882938678169","0.8339960238568589","206.55999755859375","-0.015396356582641602","-0.07451051473617554","0.21829722821712494","Transportation_Utilities","REFUSE SYSTEMS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"421","ROST","-0.362882938678169","0.8359840954274353","228.83999633789062","0.010911345481872559","0.040276408195495605","0.2135339230298996","Retail","RETAIL-FAMILY CLOTHING STORES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"422","ROP","-0.362882938678169","0.8379721669980119","358.2200012207031","0.013638973236083984","0.0009499788284301758","0.22244298458099365","Manufacturing","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","0","0","0","NO-NEWS","","","","","","","False","False","False"
"423","HST","-0.362882938678169","0.8399602385685885","21.1299991607666","0.011004805564880371","0.10397076606750488","0.21015296876430511","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"424","FTNT","-0.362882938678169","0.841948310139165","86.29000091552734","0.023120760917663574","0.04555916786193848","0.39432939887046814","Manufacturing","COMPUTER PERIPHERAL EQUIPMENT, NEC","1","1","0","POS","2026-05-01T07:39:00Z","-0.31875","7.0","Healthcare Cybersecurity Market: $97.79 Billion by 2031 with Cloud Security Segment Expanding at 18.58% CAGR, Reports Mordor Intelligence","Named as a key player in the healthcare cybersecurity market, positioned to capitalize on growing adoption of network security and cloud security solutions.","healthcare cybersecurity;cloud security;ransomware attacks;electronic health records;zero-trust security","False","False","False"
"425","GL","-0.362882938678169","0.8439363817097415","152.72000122070312","0.0010488033294677734","0.0709676742553711","0.15807852149009705","Finance_Insurance_RealEstate","LIFE INSURANCE","1","1","0","POS","2026-04-30T21:46:00Z","0.09305555555555556","21.0","Globe Life Inc. Declares Dividend","The company's declaration of a quarterly dividend demonstrates financial stability and commitment to returning capital to shareholders. Regular dividend payments are generally viewed positively as they indicate strong cash flow and management confidence in the company's financial","dividend declaration;quarterly dividend;shareholder returns;life insurance","False","False","False"
"426","EXR","-0.362882938678169","0.8459244532803181","142.02000427246094","-0.0004925727844238281","0.06095921993255615","0.2358073741197586","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"427","JNJ","-0.362882938678169","0.8479125248508946","227.19000244140625","-0.001362621784210205","-0.0652155876159668","0.17762833833694458","Manufacturing","PHARMACEUTICAL PREPARATIONS","2","2","0","POS","2026-05-01T10:00:00Z","-0.4166666666666667","10.0","Wound Cleanser Products Market Size is Projected to be USD 5.17 Billion by 2035; Industry is Propelling Owing to the Growing Technological Investments Globally","Listed as a major industry player in the growing wound cleanser products market, positioned to benefit from the projected 4.92% CAGR growth through 2035.","wound cleanser products;chronic wounds;antimicrobial cleansers;market growth;infection prevention","False","False","False"
"428","KR","-0.362882938678169","0.8499005964214712","67.7699966430664","0.008032083511352539","-0.06330341100692749","0.24280528724193573","Retail","RETAIL-GROCERY STORES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"429","KMB","-0.362882938678169","0.8518886679920478","97.66999816894531","-0.0018395781517028809","0.01601994037628174","0.2785891592502594","Manufacturing","CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"430","KO","-0.362882938678169","0.8538767395626242","78.58000183105469","0.02544701099395752","0.024244070053100586","0.22032904624938965","Manufacturing","BEVERAGES","7","7","0","STRONG-POS","2026-04-29T16:30:00Z","1.3125","16.0","Bye Bye Buffett Halo: Is Berkshire Ready To Dump Its Whole Stake In This Retail Behemoth?","Mentioned as an example of one of Buffett's successful long-term investments, contrasting with the Kraft Heinz failure. Serves as a reference point for Berkshire's better-performing holdings.","Berkshire Hathaway;Kraft Heinz;Warren Buffett;Greg Abel;stake liquidation","False","False","False"
"431","KMI","-0.362882938678169","0.8558648111332008","32.529998779296875","0.024889707565307617","-0.013345539569854736","0.21808511018753052","Transportation_Utilities","NATURAL GAS TRANSMISSION","1","0","0","NEUTRAL","2026-05-01T08:15:00Z","-0.34375","8.0","Prediction: Energy Transfer Will Hit $25 in 2026","Referenced as a comparable pipeline company for valuation benchmarking but receives no specific analysis or recommendation.","Energy Transfer;pipeline stocks;oil prices;LNG development;master limited partnership","False","False","False"
"432","ISRG","-0.362882938678169","0.8578528827037774","457.7799987792969","-0.050682246685028076","0.012630820274353027","0.3713204264640808","Manufacturing","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"433","PM","-0.362882938678169","0.8598409542743539","166.3800048828125","0.01327657699584961","0.052371859550476074","0.39080384373664856","Manufacturing","CIGARETTES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"434","PNC","-0.362882938678169","0.8618290258449304","220.7100067138672","0.0038660764694213867","0.04256021976470947","0.21287575364112854","Finance_Insurance_RealEstate","NATIONAL COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"435","PNW","-0.362882938678169","0.8638170974155069","103.54000091552734","0.012121200561523438","0.008179187774658203","0.18439891934394836","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"436","PFE","-0.362882938678169","0.8658051689860835","26.329999923706055","-0.024814844131469727","-0.07026833295822144","0.19856326282024384","Manufacturing","PHARMACEUTICAL PREPARATIONS","11","7","1","POS","2026-05-01T16:43:00Z","-0.6965277777777777","16.0","Arvinas Announces FDA Approval of VEPPANU (vepdegestrant) for the Treatment of ESR1m, ER+/HER2- Advanced Breast Cancer","Co-development and co-commercialization partner benefits from the successful FDA approval of VEPPANU. The drug addresses an unmet medical need in a significant market (ER+/HER2- breast cancer), and Pfizer shares development costs, commercialization expenses, and profits from this","FDA approval;VEPPANU;vepdegestrant;PROTAC;protein degrader","False","False","False"
"437","PG","-0.362882938678169","0.8677932405566601","147.25999450683594","-0.006208658218383789","0.028926730155944824","0.21601998805999756","Manufacturing","SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","3","1","1","NEUTRAL","2026-05-01T01:15:00Z","-0.052083333333333336","1.0","Europe Is Now Facing Its Second Energy Crisis in 4 Years. Here's What That Means.","Energy-intensive manufacturing operations across Europe for detergents, paper goods, and personal care products will face higher gas and electricity input costs, compounding existing demand-side weakness and margin compression.","energy crisis;Europe;Strait of Hormuz;LNG;natural gas prices","False","False","False"
"438","PGR","-0.362882938678169","0.8697813121272365","199.30999755859375","-0.00786501169204712","0.020793795585632324","0.24635186791419983","Finance_Insurance_RealEstate","FIRE, MARINE & CASUALTY INSURANCE","0","0","0","NO-NEWS","","","","","","","False","False","False"
